mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_std_26,mfcc_std_27,mfcc_std_28,mfcc_std_29,mfcc_std_30,mfcc_std_31,mfcc_std_32,mfcc_std_33,mfcc_std_34,mfcc_std_35,mfcc_std_36,mfcc_std_37,mfcc_std_38,mfcc_std_39,delta_mean_0,delta_mean_1,delta_mean_2,delta_mean_3,delta_mean_4,delta_mean_5,delta_mean_6,delta_mean_7,delta_mean_8,delta_mean_9,delta_mean_10,delta_mean_11,delta_mean_12,delta_mean_13,delta_mean_14,delta_mean_15,delta_mean_16,delta_mean_17,delta_mean_18,delta_mean_19,delta_mean_20,delta_mean_21,delta_mean_22,delta_mean_23,delta_mean_24,delta_mean_25,delta_mean_26,delta_mean_27,delta_mean_28,delta_mean_29,delta_mean_30,delta_mean_31,delta_mean_32,delta_mean_33,delta_mean_34,delta_mean_35,delta_mean_36,delta_mean_37,delta_mean_38,delta_mean_39,delta_std_0,delta_std_1,delta_std_2,delta_std_3,delta_std_4,delta_std_5,delta_std_6,delta_std_7,delta_std_8,delta_std_9,delta_std_10,delta_std_11,delta_std_12,delta_std_13,delta_std_14,delta_std_15,delta_std_16,delta_std_17,delta_std_18,delta_std_19,delta_std_20,delta_std_21,delta_std_22,delta_std_23,delta_std_24,delta_std_25,delta_std_26,delta_std_27,delta_std_28,delta_std_29,delta_std_30,delta_std_31,delta_std_32,delta_std_33,delta_std_34,delta_std_35,delta_std_36,delta_std_37,delta_std_38,delta_std_39,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,rms_mean,rms_std,zcr_mean,zcr_std,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,class
-515.7747,7.7797112,-0.15039483,1.0359802,0.55153906,1.3386352,2.4506304,-0.113494895,1.6113005,1.5749825,-1.4547763,2.7684083,-0.1844745,3.7748234,-0.2582962,-1.0896044,-1.4583261,2.5720944,-0.9096465,-0.4965507,-1.9133449,0.30126965,-0.8144005,0.17712486,-1.5692263,-0.19066055,-0.8733057,-0.3078901,-0.14449647,2.2770996,0.0019533234,1.228365,-0.92696446,1.4438146,-0.20311645,0.50761986,0.04421154,0.35191545,-1.1381458,-0.8945307,328.7324,13.1143465,2.3222077,4.4242687,1.7576985,3.1516573,4.596013,2.3455753,2.8135545,3.1448088,3.4164686,4.9457803,2.104995,6.385067,1.696112,2.2457364,2.7956617,4.61898,2.959801,2.6045034,3.5720096,1.8258114,1.9811275,1.5860578,3.091964,1.6018283,2.0188415,1.7302881,1.5911186,3.955364,1.7008532,2.7322903,2.1606731,2.7180634,1.5509923,2.3673687,1.5549614,1.7987493,2.1913507,2.0377014,-4.1722136,-0.22179964,0.025169317,0.0130455205,-0.010171247,-0.025408546,-0.072497174,-0.0061109555,-0.022964101,-0.02322752,0.049101174,-0.09993845,0.00036227427,-0.06380112,-0.011529002,-0.011981079,0.033528127,-0.0013343843,0.039974123,-0.023983726,0.023778463,-0.010853703,0.01857209,0.0046613105,0.022679674,-0.019910948,0.024933884,0.006610317,0.02392751,-0.04162285,-0.0032274972,-0.0508364,0.006735079,-0.020515988,0.03550705,0.016510593,-0.021730613,-0.018961554,0.016003713,0.02642572,19.320341,0.8035362,0.29152533,0.673647,0.25365603,0.33011568,0.39401704,0.37333187,0.24776329,0.31695494,0.25917816,0.52238584,0.29011342,0.38735202,0.25275788,0.2967841,0.32556954,0.5572537,0.49401692,0.42978773,0.36415082,0.24986416,0.30136234,0.23806727,0.2554662,0.24959806,0.2678482,0.23538062,0.25828066,0.38211328,0.2487218,0.32530278,0.23533316,0.31960616,0.32002443,0.42037663,0.2662049,0.32265022,0.15514182,0.18913028,1266.1976,2046.0366,893.8443,1442.7677,2423.1077,3911.1382,0.041526467,0.068292476,0.10424664,0.17243631,9.381634,9.559512,9.5213375,9.560729,10.167537,10.404447,18.548883,0.22309569,0.22824886,0.23930381,0.19423418,0.12993188,0.12431522,0.111659475,0.12662615,0.15586467,0.1920256,0.23124418,0.2116529,jackhammer
-517.34607,8.827854,-0.33131996,1.0426025,-0.0003519885,2.5549319,2.696911,-0.7599497,0.91796577,1.3178976,-1.4299427,3.6008816,-0.085495815,4.1057143,-0.4992263,-0.8575846,-1.6646988,2.08231,-1.1174297,-0.04646556,-1.7508391,0.16410054,-1.1192534,-0.3348747,-2.11705,-0.3415825,-1.2329941,-0.19535933,0.5465747,2.1966538,-0.045530375,0.71774864,-0.23941076,2.0071843,-0.63979834,0.29886645,0.49836648,-0.10232549,-1.1287175,-0.65967107,340.76907,13.708307,3.006135,3.999264,2.610516,4.587189,4.714478,2.4900231,2.0541453,2.7300007,3.3304138,5.834807,2.1437128,6.8470626,2.267461,2.433461,2.94316,3.7328882,2.7400389,2.9093173,3.1212218,1.7164623,2.7249038,2.3722718,3.72676,2.19617,2.4213297,1.688574,2.264295,3.7350929,1.6407353,1.9399041,1.6392958,3.4843895,1.9762204,1.3199031,1.718138,1.3403076,2.3558016,1.9218787,-4.030651,-0.082272135,-0.055134512,-0.13170435,-0.0042714113,-0.008492016,-0.013124474,0.06492615,-0.033745732,-0.006651837,-0.01353053,-0.075444095,-0.015398543,-0.06233962,-0.054024924,-0.021722656,0.030630691,-0.045057375,0.0007298806,-0.05833714,0.031885833,0.00952554,0.06325265,-0.0044137123,0.0025268428,-0.027123002,0.03263753,0.016474856,0.010623572,-0.031284537,-0.009281706,-0.020059228,0.0048509277,-0.011595307,0.05608924,0.0028179423,-0.009074233,-0.0018617652,0.01047593,-0.0002144458,19.64881,0.99340725,0.44870326,0.73669016,0.37732738,0.45235816,0.47054797,0.41904095,0.23181313,0.3010777,0.4304699,0.41415873,0.33051357,0.54168844,0.45060778,0.36606118,0.2639865,0.49698785,0.38676715,0.5153608,0.32898912,0.20634948,0.36131755,0.34810206,0.3460385,0.32401744,0.2167206,0.29203078,0.3421589,0.28557968,0.27904683,0.28323796,0.34258375,0.37386465,0.27448362,0.2042669,0.2397439,0.2265362,0.27683988,0.2768445,1377.0425,2075.2305,972.1927,1462.9838,2640.7424,3974.4092,0.03794225,0.05850917,0.11139304,0.17195453,11.445275,10.868772,11.013362,10.842365,11.386796,11.858117,20.749586,0.27080297,0.25968874,0.24596933,0.19162658,0.12873656,0.13634223,0.13884021,0.15894523,0.17049702,0.20980991,0.24972413,0.23002554,jackhammer
-387.58582,81.46417,-17.569777,10.077723,7.0874805,5.6689625,1.7529848,6.61732,2.6575441,5.148805,-2.8027961,2.9416623,2.1088185,3.9866107,-1.1653864,2.6434476,2.570024,-0.47408724,-3.0625067,0.4950669,-1.5549154,-2.1718273,-1.6984092,-2.8733394,-4.186875,0.51653296,-4.227644,0.2199857,-3.9752264,-0.52523416,-2.6750257,0.2494828,-2.7763143,-0.20013767,-1.6585929,-0.10661534,0.59249073,-0.24577431,-0.44284278,0.87188244,202.28305,49.923714,27.503265,16.164185,8.774458,5.9207954,7.3649583,7.65659,8.202124,5.557161,4.775737,4.967969,4.9004073,5.8288865,3.6665013,4.480058,6.038613,3.0829442,3.7791705,5.030583,3.904513,4.30107,4.4084077,4.0720043,3.5670466,4.7019405,3.793176,4.5751753,4.2838683,4.457297,3.071146,4.032606,3.4896,2.7738867,3.2565837,2.6555936,3.451764,2.548653,2.9958696,2.655879,0.9469463,0.07212988,-0.024762103,0.052029323,0.012141079,0.032236706,0.019320803,0.028544012,0.0021318314,0.0041649067,-0.0061137206,0.009062583,0.012533987,0.024087336,-0.012350384,0.0116835395,-0.011093774,-0.008912329,0.021116938,0.016130883,-0.0067828475,0.0036073853,-0.011908562,-0.013404742,0.006568232,0.004526535,0.00047826077,0.007158581,0.0037218907,0.0015603146,-0.011212585,0.004176953,-0.009727231,0.00450959,-0.010274925,0.0049747396,-0.0135219125,0.0064720437,-0.0023303162,0.012049433,22.751709,2.7550983,2.452036,1.578122,0.8387559,0.8825234,0.83223426,1.0604986,0.8013356,0.9033945,0.7722235,0.61655056,0.59620893,0.7310139,0.61526287,0.6458431,0.66181934,0.5185325,0.52339816,0.6919359,0.5907444,0.64433736,0.57661283,0.4689726,0.4565028,0.6182703,0.6338696,0.5940481,0.667559,0.50591636,0.49037513,0.5850128,0.5199859,0.38867354,0.5064984,0.43665776,0.5366791,0.43271497,0.52555597,0.48413262,1670.0713,1003.7171,1762.8387,850.1794,3090.388,1990.003,0.02543308,0.049693152,0.10511877,0.08031178,12.972836,10.614938,12.362978,12.580648,15.191795,16.138811,47.32873,0.62714314,0.5609659,0.4835434,0.45069078,0.43472522,0.4823226,0.5142517,0.49412644,0.48245865,0.5299855,0.5999317,0.6569232,gun_shot
-612.12335,47.68308,2.0214264,-0.8777308,-4.59817,2.2812185,2.3387928,2.6542866,2.1313498,4.553089,5.5350866,6.8869824,6.220222,6.097877,5.0016675,5.730711,5.376613,5.3218303,4.439513,4.792334,3.683573,4.741956,2.7951088,3.7486074,1.5796642,3.0312874,0.48934814,2.0749075,0.51741356,2.233664,0.63687444,1.8824462,-0.59711444,1.0687374,-1.2372165,0.5679654,-0.86105424,1.5892687,-0.2532004,0.9857603,162.03648,33.99437,29.66296,8.511202,9.647988,5.0076694,7.119105,6.029391,6.5818696,5.3444567,5.7706676,5.7972236,5.827913,5.2917056,5.156324,4.8880963,4.7728586,4.6465077,4.845615,4.632558,4.530973,4.240365,3.5945537,3.601675,3.5319204,2.981381,3.3435454,3.105054,2.9821181,2.8661487,2.8067198,2.52015,3.0787482,2.7388656,2.6856892,2.5461721,2.6772912,2.3019733,3.1706536,2.483785,-1.3535734,-0.024217375,-0.09784916,-0.0864714,-0.020197706,-0.027335355,-0.016358044,-0.07316722,0.013457767,-0.013620327,-0.033083074,-0.010177618,0.018686742,0.038897976,-0.02963262,-0.029098917,-0.08206561,-0.039632425,0.014091586,-0.0036479973,0.034089822,-0.01993801,0.0094778575,0.0013508162,-0.012992222,-0.028060954,0.0070915967,-0.009989782,0.014774546,0.0075941,0.010322223,-0.016129442,0.017136117,0.009658715,0.0047549466,-0.032770257,0.013663171,-0.0012765648,-0.04791145,-0.02372872,15.145224,2.3042443,1.9869095,0.8891293,1.0105563,0.61981386,0.7951927,0.86101013,0.8465176,0.81302196,0.7080576,0.5465396,0.6262851,0.70241636,0.58268845,0.6464042,0.68627304,0.63042307,0.5410282,0.45698062,0.55665594,0.58032763,0.3909999,0.52078015,0.54685944,0.3818909,0.4934341,0.4877037,0.4813112,0.3275466,0.40119958,0.3476556,0.42399618,0.3987766,0.5020192,0.38240457,0.41817334,0.34489715,0.5752379,0.34441477,2278.3406,1461.1241,2301.9739,1440.6935,5226.3447,3412.3206,0.0035449157,0.012707797,0.09118158,0.07274397,16.52738,9.653917,10.51139,11.16103,12.00729,12.402874,34.775528,0.49776524,0.50492907,0.5399776,0.6008674,0.5497361,0.52142406,0.50120825,0.5186338,0.5351119,0.52850085,0.4767697,0.47026506,gun_shot
-589.7022,52.069828,-1.2358186,-0.93342686,-8.242778,1.3991148,-1.6911094,1.4328914,-0.45627767,4.086038,2.9412808,7.5348043,4.2162795,6.2452765,4.0323377,6.973331,4.558912,5.7801585,2.779085,5.0182576,2.704381,5.587863,3.0992336,3.7391076,0.96652555,2.5200028,-0.3034675,2.0916424,0.78574514,2.7772396,0.43668115,1.8051413,-0.5713766,0.49195164,-0.3657905,1.6843997,0.39655325,1.8539284,-0.33987793,2.2439487,188.49886,34.227848,29.178165,10.078599,10.298884,5.2777834,6.218444,5.56028,5.4951634,5.2131906,6.0594354,6.7103825,5.0359635,4.2579327,4.4281764,4.8894515,4.5492535,4.0334997,4.468757,4.410135,3.8070564,4.6021214,2.9936686,3.4310224,2.9129586,3.0358546,3.560622,3.2235045,2.8124611,2.8269365,3.1484237,2.6794338,3.0088317,3.2009397,3.053473,2.9943037,3.0255928,2.6946168,2.6122494,2.7981,0.09692171,-0.0860664,-0.18731745,-0.099483095,-0.040646333,-0.05195622,-0.025384184,-0.09071672,-0.06788043,-0.08348482,-0.09704914,-0.028492399,-0.030328084,-0.04520494,-0.011929449,-0.07535374,-0.09257053,-0.0581319,-0.039456088,-0.005997027,0.0042823893,-0.03610252,-0.014236792,-0.015893547,-0.012269525,-0.06983132,-0.009300097,-0.023332873,-0.019184422,-0.005942422,-0.008775751,-0.007117517,-0.0009237555,0.0031377177,-0.002487567,-0.013319239,0.008764451,-0.003093255,-0.021499282,-0.007242918,22.050152,3.8298552,2.717448,1.3615006,1.1785339,0.94962907,0.8027975,0.8193229,0.92887926,0.90829355,1.1575627,0.7501571,0.69322467,0.46698898,0.59711903,0.65595466,0.7592587,0.5382437,0.6738876,0.48239487,0.45977914,0.5429407,0.4408927,0.43837458,0.4330364,0.510227,0.58361334,0.52658165,0.46155053,0.3737888,0.49351344,0.3752553,0.49807262,0.47623098,0.4424435,0.4319839,0.5013141,0.42634937,0.45808378,0.43872797,2518.186,1389.4955,2386.4026,1237.2651,5499.1816,2972.5999,0.004715804,0.013734591,0.10168951,0.079994746,17.554993,11.352136,11.2584305,12.443595,13.257271,13.603827,37.371975,0.51563895,0.55864066,0.54995567,0.58246773,0.61373466,0.5810697,0.5657039,0.53359634,0.5431356,0.5569654,0.5496098,0.5506624,gun_shot
-646.7837,36.05695,-8.813592,0.7638078,0.110715546,2.5142837,-1.733737,0.57520616,0.91346055,4.1166024,1.8818837,4.4646344,2.91152,3.6962495,1.9958278,3.9213078,2.445875,2.9495502,1.629053,2.4761431,0.8495083,1.9338839,0.9961206,1.7307376,0.12735313,1.0764201,-0.5864279,0.7403605,0.046801474,0.7461849,-0.3005018,1.0523328,-0.27108702,0.99216026,-0.31972778,0.6011789,0.048252992,0.7098028,-0.3522673,0.57988083,189.42459,37.609722,22.893908,6.229463,8.018343,3.9603045,6.1587453,4.0164495,4.2412767,5.926881,3.7529073,5.396115,3.9619455,4.2490788,3.6806006,4.5997615,3.623528,3.764711,3.4266856,3.421547,1.9816118,2.9809756,3.1386194,2.8594825,1.8048545,2.3566997,2.262865,2.1767957,1.7829821,2.5347884,2.391164,2.466523,2.5015934,2.4125748,2.3660061,1.8810081,1.9312208,2.1589153,1.8690476,1.8064247,-2.886106,-0.42154318,0.0146130575,0.020831574,-0.0031936893,-0.016756786,0.12381223,0.028442876,0.053079017,0.076094024,0.0066308286,-0.1358741,-0.07110656,-0.017646426,-0.0072481507,-0.043207705,0.0060711913,-0.039158307,0.02020224,-0.04660128,-0.033982504,0.0054759565,-0.00038413506,-0.007287719,0.01447683,0.019885167,0.023267966,-0.011565725,0.002371489,0.026671382,0.038525406,0.008746741,0.02416167,-0.007835354,0.026269984,0.03218723,0.010023332,0.025517609,0.021455131,0.011563062,9.534641,2.098021,1.6914853,0.8227017,0.865614,0.4606714,0.5117427,0.5309145,0.51525843,0.67131096,0.45267138,0.61992735,0.45914045,0.34184965,0.41550067,0.39619195,0.31980824,0.42723998,0.41784716,0.4281175,0.30685928,0.34043345,0.39991027,0.3401246,0.27360728,0.34546855,0.28673273,0.3627923,0.31617257,0.48859215,0.41391987,0.38193783,0.31297743,0.369878,0.35831827,0.32890692,0.29186603,0.3203115,0.30833352,0.30876407,1421.8955,1472.3187,1397.9171,1434.1932,3113.1038,3286.3196,0.0036073013,0.0126442695,0.057707507,0.07582441,13.095251,9.022141,9.591293,9.841127,11.045212,11.001861,25.357609,0.34534213,0.35071498,0.35796988,0.36703262,0.35497028,0.33828294,0.33761358,0.35883746,0.3857661,0.38148847,0.35713708,0.34517103,gun_shot
-601.501,26.505352,-10.3408375,1.9759324,0.98230803,2.7832117,-1.4343609,0.5272196,2.1453915,4.0630727,2.6235538,5.1042767,3.5060499,3.4095738,2.484684,4.183019,3.071191,3.1617374,2.5685308,2.5188112,1.88543,2.044018,1.0590085,1.5000393,0.6464119,1.7830209,0.5057335,1.0502609,0.5741775,1.3774871,0.41769087,0.9835398,0.12388558,1.1379439,0.62644345,0.83068144,0.01743589,0.49620533,-0.119297996,0.40968946,189.11198,42.09176,20.427414,4.9395204,7.8772798,5.1685734,5.868258,4.0760837,4.546535,7.0576663,5.2319226,8.393956,5.993054,5.6106358,4.3232045,6.654513,5.3181486,5.6630774,4.8832006,4.479098,3.7283554,4.300526,3.4306076,2.857914,2.2634158,3.357276,2.3570676,1.9817005,2.0688615,2.7852747,1.8628473,1.8827033,1.7882962,2.1950545,2.3408551,2.346401,1.6340417,1.9681886,1.5346498,1.5004678,-2.2142017,-0.5741322,-0.05612176,-0.107554995,-0.060558446,-0.11291313,0.056663096,0.016482554,-0.055469193,-0.003555499,-0.060083114,-0.14338759,-0.06268721,-0.026516663,-0.01583232,-0.04001335,-0.02769942,0.0002899032,-0.007353267,-0.055300795,-0.020875772,0.031059045,0.010970372,-0.009362278,0.012235987,0.007179558,0.012627598,-0.024243426,0.018983057,0.0054007345,0.017102594,-0.013480002,0.022251908,-0.030989945,0.0038540873,0.018101411,0.009572541,-0.026901603,0.025626764,-0.02277755,10.912094,3.4643338,1.8258222,0.64111924,1.0615759,0.7222411,0.5093758,0.66880995,0.6080196,0.7170898,0.6969482,0.6276147,0.60052043,0.52793145,0.40758657,0.4555313,0.47917417,0.49151367,0.46831197,0.48477477,0.42072943,0.45717946,0.48426205,0.29467815,0.30543697,0.3187773,0.3387118,0.2540347,0.22462848,0.28608447,0.31638098,0.24419512,0.25904799,0.23990966,0.36443192,0.31504446,0.28050348,0.30702448,0.24961014,0.26912665,522.23346,946.4808,637.8052,986.77606,1060.5414,1943.808,0.009197284,0.018822823,0.013784773,0.03419095,15.438245,11.06327,11.241146,11.412289,12.441668,12.314411,20.54454,0.22689795,0.23986968,0.24339797,0.24523847,0.25246933,0.25482258,0.23815563,0.24337822,0.22755256,0.23066367,0.22895841,0.22104563,gun_shot
-640.1979,20.624325,-9.083481,1.1060752,-0.90246266,1.7258022,-1.7382216,0.3026051,0.7210914,2.739811,1.3998754,3.4812884,2.4712267,2.2418044,1.4180635,2.9738467,1.958831,2.2282095,1.7146658,2.1766226,1.2773165,1.4606955,0.521466,1.3687836,0.467106,1.2662847,-0.018740587,0.66916096,0.09940124,0.5477623,-0.03414505,0.559024,0.24549398,0.70142084,-0.02904833,0.6701315,-0.07325417,0.3649271,-0.018187763,0.5376835,210.43033,38.5655,20.8971,3.8947458,5.52774,4.1871266,6.163925,3.7791576,3.2122767,5.5924907,3.3778129,7.000378,5.07487,4.573178,3.2412984,5.7528515,4.022687,4.704721,3.5638688,4.4334393,3.010567,3.8754673,2.5685282,2.9025204,2.4164503,3.0483532,1.971513,1.814208,1.2265781,2.649652,1.547098,1.7568076,1.2893071,1.8155164,1.2720712,2.538448,1.0543857,1.4559807,1.6960506,1.7759732,-2.4880407,-0.564322,0.009169816,-0.05701768,-0.052370373,-0.090131745,0.057754043,0.040576592,1.4077721e-05,-0.017739229,-0.0591859,-0.1376159,-0.094401136,-0.07678209,-0.029863471,-0.06709979,-0.07170875,-0.016504152,-0.037375975,-0.062259786,-0.044839557,-0.0004026924,0.042406466,-0.063757226,0.014710337,-0.03186814,-0.005039421,-0.014564988,-0.00794795,0.019811885,-9.1861526e-05,0.0011951441,0.0013755108,-0.022485364,-0.0008272601,0.0376471,-0.018303843,-0.0050479015,0.040848136,-0.007829842,13.132217,3.391375,2.0736403,0.6283065,0.8501852,0.66623235,0.6767428,0.7345886,0.49944058,0.5889076,0.4619835,0.6321481,0.5612932,0.48696515,0.43419847,0.50253856,0.47843924,0.4842258,0.38523212,0.43072698,0.37422377,0.427871,0.42384133,0.3350355,0.36374077,0.41765043,0.43524086,0.23412067,0.15503134,0.44195023,0.32273126,0.26839435,0.19047165,0.22154339,0.20559661,0.40425512,0.22145766,0.22074316,0.3154821,0.2798489,482.5959,957.19855,526.5768,966.6815,1003.6589,1992.6918,0.007970447,0.018403206,0.016200777,0.04224638,12.892977,9.884624,9.647969,9.988404,10.5504265,10.523111,16.98172,0.1676588,0.1656788,0.16908972,0.17608704,0.17853655,0.17838514,0.18702975,0.18423937,0.1650854,0.16204657,0.16266122,0.1642599,gun_shot
-634.5698,21.073555,-8.710459,1.1813236,-1.49561,2.0329823,-1.8207225,0.58163035,0.7900602,3.349197,2.4078941,3.4549377,2.4557812,2.2290413,1.1412365,3.1648521,2.5798502,2.5498993,1.9588126,2.1634138,1.2682941,1.8446934,0.65387,1.1066207,0.6163301,1.3578035,0.22649272,0.8472881,0.42682576,0.7824242,0.2776473,0.98309064,0.00887362,0.8657502,0.09136565,0.69810903,-0.16350444,0.3102682,-0.391078,0.49819228,215.16516,38.573666,19.509594,4.431043,6.9396644,4.3276863,5.731382,3.7313616,3.4794037,6.395084,4.852512,6.5244727,4.8888965,4.447477,2.7677906,6.1428,5.2974067,5.398935,3.6481624,4.1723523,2.7353337,4.0556216,2.7201264,2.5374506,1.8252407,3.0155902,1.8456843,2.2220135,1.6072435,2.7158327,1.6954004,2.3124352,1.6802996,2.0064301,1.196644,2.1524525,1.8255159,1.6442131,1.7759675,1.5110612,-3.002782,-0.60080254,-0.056462325,-0.114920214,-0.070296064,-0.09560133,0.030797781,0.02566332,0.02796048,-0.037672315,-0.06419894,-0.13901547,-0.0633391,-0.06014491,-0.0021074163,-0.064298056,-0.03151655,0.0013015202,-0.03617362,-0.042683028,-0.04797828,0.0039839675,0.025042849,-0.040603332,-0.0064592664,-0.008955501,-0.011667081,-0.03746934,-0.00047624388,0.013963556,0.005204613,-0.008181321,0.02262592,-0.007880216,0.006126507,0.006207413,-0.018345281,0.012159828,0.027514245,-0.001217951,11.139163,3.6110075,1.9723896,0.69023997,1.1068505,0.55665225,0.67009383,0.7139481,0.5607462,0.5836945,0.5494949,0.57872665,0.49276677,0.5217215,0.40472102,0.5716306,0.5490142,0.5718564,0.2803412,0.39282256,0.36181366,0.4651844,0.47076488,0.34134805,0.23725346,0.38784322,0.28559142,0.37093234,0.22404073,0.42587572,0.25047436,0.23634718,0.32441384,0.18202522,0.18828383,0.30402082,0.3512573,0.24787895,0.24954373,0.25125384,524.1155,1017.86975,563.17365,1001.13855,1087.2401,2099.2114,0.008174841,0.01849196,0.018286556,0.045235313,14.204244,11.65994,11.498162,11.654045,12.234569,12.225906,19.123634,0.1693489,0.15799735,0.17831008,0.19860512,0.20574704,0.20494984,0.18740128,0.18817852,0.18944702,0.1891416,0.16748616,0.15992431,gun_shot
-505.2614,43.012814,-18.264265,0.81853384,-0.81230325,4.4100676,-3.0397236,1.1108222,1.4463471,6.326886,4.1579366,7.4760885,4.966392,5.4326525,3.3448868,7.109394,5.3417277,5.761084,3.005961,4.596207,2.3289459,4.1073565,1.3354617,2.9550934,1.4883363,2.9734645,0.17780717,2.0150874,1.0061002,1.2691109,0.06902842,1.674554,0.06490896,1.4659498,-0.2752704,1.4837433,-0.46719974,0.804728,-0.76980805,0.78841,254.9915,43.920647,26.12954,6.151082,9.649099,5.187671,7.242151,5.232858,4.7031565,7.0676174,5.821242,7.8390617,6.188885,5.88905,4.396251,7.492422,6.2168393,6.443192,4.1081634,5.0665917,3.3792896,5.0650415,3.9331882,3.6305652,3.0757678,4.1888556,2.5868182,2.8758702,2.4252422,3.2310057,1.9741213,2.9044895,2.5172124,2.293287,2.3476164,2.7176554,2.3995543,2.4818518,2.681762,1.8192177,-2.4931414,-0.6216888,0.013380304,-0.08763009,-0.036447447,-0.087632224,0.009392697,0.03496352,0.0035767748,-0.04107526,-0.02907387,-0.113623194,-0.08377224,-0.032169655,-0.014909237,-0.040598996,-0.01959934,0.0066636093,-0.020223359,-0.059972152,-0.023252362,-0.021734392,0.01922132,-0.019966478,0.019375384,-0.008327553,0.016551677,-0.022326954,-0.002006016,-0.0036824865,0.008431053,-0.014152223,0.032250464,0.007163796,0.0035043962,0.0091558425,-0.017019078,0.012734548,0.02479007,-0.008800717,13.990184,3.668885,2.630638,1.1137137,1.156279,0.6288707,0.8362482,0.9271741,0.70395523,0.7925633,0.6947767,0.673094,0.7528805,0.5494146,0.5639095,0.7863054,0.5912482,0.6626699,0.4057372,0.45711014,0.5069702,0.48993027,0.6357934,0.34460124,0.42712888,0.6029789,0.34270257,0.4369041,0.37885886,0.5088247,0.27102944,0.42878595,0.4252004,0.32187337,0.41728002,0.3646223,0.3421763,0.3858611,0.4283762,0.2660758,1120.3336,1277.0834,1212.1328,1175.8024,2258.0613,2573.265,0.016661217,0.022660445,0.045156136,0.06980793,17.46299,10.906017,10.986866,11.334733,12.901087,12.685684,28.080748,0.36977166,0.3700646,0.375833,0.40891066,0.42026383,0.43667302,0.40746447,0.39018506,0.39436862,0.39488956,0.38456175,0.36379328,gun_shot
